Category,Price,Rating,Discount,Stock,In_Stock
FOOD,776.64,3.96,12.04,In Stock,1
ELECTRONICS,5962.88,2.42,3.4,Out of Stock,0
CLOTHING,765.76,4.72,49.89,In Stock,1
FURNITURE,4969.37,1.19,4.95,Out of Stock,0
ELECTRONICS,7308.3,1.82,6.03,Out of Stock,0
CLOTHING,1002.18,4.32,37.07,In Stock,1
CLOTHING,2087.38,3.16,45.91,In Stock,1
CLOTHING,2923.83,2.52,15.04,In Stock,1
FURNITURE,9307.57,1.32,6.55,Out of Stock,0
ELECTRONICS,7908.96,3.09,6.62,Out of Stock,0
FOOD,456.83,4.92,6.18,In Stock,1
ELECTRONICS,8274.16,1.17,1.33,Out of Stock,0
FURNITURE,9621.94,1.37,0.34,Out of Stock,0
ELECTRONICS,5857.56,3.26,14.07,In Stock,1
CLOTHING,1006.2,3.46,13.21,In Stock,1
FOOD,510.09,3.82,19.61,In Stock,1
FOOD,796.29,4.88,0.13,In Stock,1
CLOTHING,2713.6,2.2,47.89,In Stock,1
CLOTHING,1204.56,3.15,9.12,In Stock,1
CLOTHING,780.68,3.46,47.49,In Stock,1
CLOTHING,2026.87,4.15,39.29,In Stock,1
ELECTRONICS,6314.07,1.18,0.04,Out of Stock,0
CLOTHING,1376.62,2.72,7.8,In Stock,1
CLOTHING,948.82,2.37,46.17,Out of Stock,0
CLOTHING,850.67,3.61,31.69,In Stock,1
FOOD,457.62,3.2,9.56,In Stock,1
FURNITURE,3615.24,2.38,2.83,Out of Stock,0
ELECTRONICS,471.22,4.39,15.96,In Stock,1
ELECTRONICS,7171.18,2.55,16.83,In Stock,1
ELECTRONICS,6096.84,3.94,12.23,In Stock,1
FURNITURE,8030.4,2.75,7.06,Out of Stock,0
CLOTHING,733.03,2.14,10.02,In Stock,1
ELECTRONICS,5935.73,3.02,16.98,Out of Stock,0
FOOD,226.73,4.87,28.65,In Stock,1
FOOD,769.18,4.68,10.91,In Stock,1
FOOD,104.51,4.14,16.76,In Stock,1
CLOTHING,2624.94,4.99,27.87,In Stock,1
ELECTRONICS,6726.02,1.74,0.1,In Stock,1
FURNITURE,9109.36,2.94,12.37,Out of Stock,0
ELECTRONICS,1761.44,4.75,33.26,In Stock,1
FOOD,680.25,3.3,25.66,In Stock,1
FOOD,556.36,3.34,5.69,In Stock,1
FOOD,744.88,3.06,13.88,In Stock,1
CLOTHING,1283.69,4.0,42.78,In Stock,1
ELECTRONICS,1400.95,3.28,49.19,In Stock,1
FOOD,637.94,4.79,13.16,In Stock,1
FURNITURE,5808.91,2.44,10.74,Out of Stock,0
FURNITURE,4313.16,1.95,0.7,Out of Stock,0
ELECTRONICS,7161.74,4.31,0.49,In Stock,1
ELECTRONICS,8376.62,4.73,4.74,In Stock,1
FURNITURE,11323.62,4.41,14.43,Out of Stock,0
FOOD,226.2,3.2,4.45,In Stock,1
FURNITURE,11424.43,3.54,10.11,Out of Stock,0
ELECTRONICS,6680.39,1.68,11.62,Out of Stock,0
FOOD,412.76,4.46,13.24,In Stock,1
FOOD,303.98,3.59,6.34,In Stock,1
FOOD,249.31,3.19,10.41,In Stock,1
CLOTHING,591.42,2.56,38.6,In Stock,1
ELECTRONICS,6627.34,3.67,14.34,Out of Stock,0
FOOD,485.89,4.92,0.64,In Stock,1
CLOTHING,2346.63,4.88,43.8,In Stock,1
CLOTHING,919.73,2.98,12.76,In Stock,1
FURNITURE,10215.7,3.49,4.76,Out of Stock,0
CLOTHING,1848.77,4.07,23.96,In Stock,1
FURNITURE,13248.19,3.7,0.97,Out of Stock,0
ELECTRONICS,8105.63,1.94,11.15,Out of Stock,0
FOOD,767.67,4.76,12.14,In Stock,1
FURNITURE,6498.17,1.82,7.99,Out of Stock,0
ELECTRONICS,5571.24,3.2,0.03,Out of Stock,0
ELECTRONICS,6619.25,1.88,19.42,In Stock,1
CLOTHING,2318.11,3.05,9.18,In Stock,1
ELECTRONICS,7584.0,1.85,10.73,Out of Stock,0
FOOD,676.52,4.23,19.01,In Stock,1
FURNITURE,8628.3,4.25,13.98,Out of Stock,0
CLOTHING,1781.81,3.46,25.68,In Stock,1
CLOTHING,966.39,3.91,27.5,In Stock,1
ELECTRONICS,758.25,2.59,26.58,In Stock,1
FOOD,715.69,4.13,20.45,In Stock,1
ELECTRONICS,6695.14,3.03,12.23,In Stock,1
FOOD,544.35,3.1,14.8,Out of Stock,0
ELECTRONICS,271.99,3.65,28.83,In Stock,1
FOOD,187.02,3.62,15.3,In Stock,1
ELECTRONICS,9315.13,2.67,14.88,Out of Stock,0
FOOD,692.28,3.96,11.78,In Stock,1
ELECTRONICS,6782.78,4.33,12.23,In Stock,1
ELECTRONICS,6542.11,3.72,11.31,In Stock,1
FURNITURE,8235.47,2.89,2.96,Out of Stock,0
FOOD,373.04,4.0,27.04,In Stock,1
ELECTRONICS,6304.18,4.47,12.88,In Stock,1
ELECTRONICS,5101.7,3.9,0.71,Out of Stock,0
ELECTRONICS,9986.91,4.49,5.95,Out of Stock,0
CLOTHING,1143.53,3.14,21.03,In Stock,1
ELECTRONICS,6861.69,2.27,12.42,In Stock,1
ELECTRONICS,5821.32,4.38,16.25,In Stock,1
ELECTRONICS,1691.21,4.56,16.12,Out of Stock,0
FOOD,63.17,4.24,13.74,In Stock,1
FOOD,475.37,4.8,29.1,In Stock,1
FOOD,525.84,4.53,2.51,In Stock,1
ELECTRONICS,5803.58,3.93,8.63,In Stock,1
FURNITURE,8351.58,2.08,9.11,Out of Stock,0
FURNITURE,5221.98,3.19,2.61,Out of Stock,0
FURNITURE,3765.91,2.16,3.47,Out of Stock,0
FURNITURE,13667.9,1.19,2.65,Out of Stock,0
FURNITURE,9584.64,2.68,0.69,Out of Stock,0
FOOD,55.44,4.98,19.77,In Stock,1
ELECTRONICS,6827.03,2.88,5.33,Out of Stock,0
FOOD,308.66,4.3,26.48,In Stock,1
FOOD,188.1,4.68,3.65,In Stock,1
FOOD,211.24,3.07,4.22,In Stock,1
FOOD,737.98,3.92,2.33,In Stock,1
ELECTRONICS,9798.63,3.03,15.09,Out of Stock,0
CLOTHING,2833.68,2.66,42.64,Out of Stock,0
FURNITURE,11279.89,2.75,11.95,Out of Stock,0
FOOD,309.87,3.96,7.87,In Stock,1
FOOD,296.44,3.22,28.05,In Stock,1
CLOTHING,1227.51,3.56,22.61,In Stock,1
CLOTHING,2899.82,3.01,40.03,In Stock,1
FURNITURE,13264.99,2.52,5.67,Out of Stock,0
FOOD,610.81,4.83,22.65,In Stock,1
FURNITURE,5725.52,4.11,5.81,In Stock,1
CLOTHING,1940.57,4.49,13.48,In Stock,1
FOOD,638.38,4.19,26.8,In Stock,1
ELECTRONICS,5859.85,3.03,16.66,Out of Stock,0
FOOD,64.42,3.22,29.72,In Stock,1
CLOTHING,1200.99,4.93,13.21,In Stock,1
CLOTHING,1402.74,4.26,34.6,In Stock,1
FOOD,485.84,4.06,25.3,In Stock,1
FURNITURE,5819.38,2.55,2.33,Out of Stock,0
ELECTRONICS,7979.71,2.0,6.68,In Stock,1
FURNITURE,8655.01,1.09,1.38,Out of Stock,0
CLOTHING,2214.82,3.29,43.92,In Stock,1
CLOTHING,2236.68,2.02,32.75,In Stock,1
ELECTRONICS,5468.62,4.12,19.83,In Stock,1
CLOTHING,1828.0,4.05,15.68,In Stock,1
FOOD,378.2,4.71,5.02,In Stock,1
ELECTRONICS,6327.68,2.78,14.24,Out of Stock,0
CLOTHING,1439.71,4.78,9.25,In Stock,1
FURNITURE,7449.65,3.48,3.39,In Stock,1
ELECTRONICS,8282.07,1.66,1.12,Out of Stock,0
FURNITURE,4452.19,4.25,8.28,In Stock,1
CLOTHING,2490.86,3.0,31.67,In Stock,1
FOOD,421.21,4.89,22.43,In Stock,1
CLOTHING,2326.36,2.14,29.74,Out of Stock,0
ELECTRONICS,7334.96,4.71,5.15,In Stock,1
ELECTRONICS,6349.17,2.65,4.87,Out of Stock,0
ELECTRONICS,5645.92,4.43,11.17,In Stock,1
ELECTRONICS,9306.81,4.32,5.64,In Stock,1
ELECTRONICS,460.8,3.17,27.46,In Stock,1
FURNITURE,7851.15,2.38,4.54,In Stock,1
FURNITURE,8527.96,1.88,5.62,Out of Stock,0
FOOD,649.96,4.67,9.13,In Stock,1
ELECTRONICS,7345.07,4.5,1.05,Out of Stock,0
CLOTHING,2722.86,2.66,35.53,In Stock,1
CLOTHING,1956.38,3.66,43.67,In Stock,1
ELECTRONICS,5507.86,2.39,10.77,Out of Stock,0
FOOD,658.47,3.43,24.09,In Stock,1
FOOD,349.73,3.38,22.77,In Stock,1
CLOTHING,727.25,3.54,7.87,In Stock,1
CLOTHING,1391.04,3.8,30.03,In Stock,1
FURNITURE,7855.87,2.5,3.4,Out of Stock,0
FURNITURE,8470.59,4.34,12.76,Out of Stock,0
CLOTHING,1787.38,2.09,47.01,In Stock,1
FURNITURE,9321.0,2.88,11.71,Out of Stock,0
FURNITURE,6776.27,2.69,14.53,Out of Stock,0
CLOTHING,2180.37,2.46,11.0,In Stock,1
CLOTHING,1010.66,4.3,18.29,In Stock,1
FOOD,66.04,4.89,5.09,Out of Stock,0
FURNITURE,3114.7,1.83,3.53,Out of Stock,0
FURNITURE,8064.06,4.22,13.19,Out of Stock,0
ELECTRONICS,7251.75,2.64,11.1,Out of Stock,0
CLOTHING,1787.38,2.16,47.27,In Stock,1
FOOD,190.02,3.96,14.17,In Stock,1
FOOD,418.71,3.04,4.44,In Stock,1
ELECTRONICS,6890.77,3.73,4.57,Out of Stock,0
FURNITURE,8076.17,2.95,13.33,In Stock,1
FOOD,294.55,3.27,14.68,In Stock,1
FURNITURE,11960.66,1.38,6.37,Out of Stock,0
ELECTRONICS,3213.42,1.12,7.24,Out of Stock,0
FOOD,273.65,4.69,18.06,Out of Stock,0
CLOTHING,1634.83,3.22,27.38,In Stock,1
FOOD,80.33,4.79,29.95,In Stock,1
ELECTRONICS,5907.44,1.48,2.87,In Stock,1
FOOD,419.74,4.32,25.44,In Stock,1
ELECTRONICS,8759.13,2.8,12.26,Out of Stock,0
FOOD,566.21,4.03,14.27,In Stock,1
ELECTRONICS,8225.49,3.23,12.88,Out of Stock,0
ELECTRONICS,8064.27,3.88,12.86,In Stock,1
ELECTRONICS,7598.71,3.73,8.99,Out of Stock,0
ELECTRONICS,6208.36,1.01,11.2,Out of Stock,0
FOOD,492.99,4.94,10.84,In Stock,1
FOOD,345.6,3.4,2.12,In Stock,1
FOOD,629.6,3.5,18.27,In Stock,1
ELECTRONICS,8438.87,2.88,17.53,Out of Stock,0
ELECTRONICS,7218.97,2.14,17.92,Out of Stock,0
ELECTRONICS,9307.82,1.66,0.52,Out of Stock,0
ELECTRONICS,5449.93,2.15,19.45,In Stock,1
FURNITURE,9702.19,2.31,13.33,Out of Stock,0
ELECTRONICS,7251.75,2.26,18.82,Out of Stock,0
CLOTHING,2623.79,4.53,28.05,In Stock,1
ELECTRONICS,8947.19,1.72,11.46,Out of Stock,0
ELECTRONICS,9919.23,3.03,15.89,Out of Stock,0
FOOD,417.86,3.08,22.89,In Stock,1
FOOD,176.43,4.26,2.57,In Stock,1
ELECTRONICS,9734.34,2.17,4.53,Out of Stock,0
ELECTRONICS,5645.68,4.78,14.24,In Stock,1
CLOTHING,2354.15,3.5,26.36,In Stock,1
ELECTRONICS,5550.11,3.24,4.94,Out of Stock,0
ELECTRONICS,9885.73,4.19,8.26,Out of Stock,0
FURNITURE,4816.1,3.75,1.83,In Stock,1
FOOD,192.0,3.42,16.71,In Stock,1
FOOD,640.29,3.63,2.54,Out of Stock,0
CLOTHING,1661.35,4.24,14.97,In Stock,1
CLOTHING,1049.81,4.84,47.94,In Stock,1
FOOD,792.85,4.62,5.65,In Stock,1
FOOD,208.99,3.68,9.54,In Stock,1
FOOD,767.4,4.58,21.72,Out of Stock,0
ELECTRONICS,7251.75,4.64,16.56,Out of Stock,0
FOOD,172.73,4.74,8.17,In Stock,1
CLOTHING,702.17,3.97,34.42,In Stock,1
FURNITURE,4139.18,2.12,14.89,Out of Stock,0
FOOD,558.82,4.46,6.39,In Stock,1
FOOD,109.09,3.55,7.47,In Stock,1
ELECTRONICS,6172.72,1.77,11.5,Out of Stock,0
ELECTRONICS,296.08,4.64,5.52,In Stock,1
ELECTRONICS,7251.75,1.05,9.63,Out of Stock,0
CLOTHING,639.6,4.93,40.58,In Stock,1
ELECTRONICS,7450.56,3.03,11.85,Out of Stock,0
FOOD,619.07,3.38,17.05,In Stock,1
ELECTRONICS,9071.05,4.07,16.06,In Stock,1
CLOTHING,2698.31,4.81,23.25,In Stock,1
FURNITURE,9825.23,3.77,10.46,In Stock,1
ELECTRONICS,9977.6,1.05,7.1,Out of Stock,0
FOOD,260.77,3.96,6.68,Out of Stock,0
CLOTHING,2272.81,2.25,38.37,In Stock,1
ELECTRONICS,8467.13,2.0,5.06,In Stock,1
FURNITURE,10546.33,3.67,13.15,Out of Stock,0
ELECTRONICS,9260.7,4.86,11.63,Out of Stock,0
CLOTHING,2771.64,4.43,45.26,In Stock,1
FOOD,58.72,4.93,14.21,In Stock,1
FOOD,648.64,3.25,11.88,In Stock,1
FOOD,253.6,3.58,3.7,In Stock,1
CLOTHING,2514.41,2.03,19.06,In Stock,1
ELECTRONICS,5872.05,3.36,5.09,Out of Stock,0
FOOD,244.25,3.98,19.58,In Stock,1
FOOD,140.98,3.35,7.42,In Stock,1
ELECTRONICS,14684.98,3.03,12.23,Out of Stock,0
FURNITURE,5898.51,2.72,1.11,Out of Stock,0
FURNITURE,3416.91,2.75,5.98,Out of Stock,0
CLOTHING,842.2,4.06,49.68,In Stock,1
CLOTHING,1489.12,3.87,48.33,In Stock,1
FURNITURE,12978.42,2.62,11.06,Out of Stock,0
CLOTHING,820.34,3.54,17.56,In Stock,1
ELECTRONICS,5805.82,2.71,2.62,Out of Stock,0
FURNITURE,11387.82,2.6,7.97,Out of Stock,0
FURNITURE,4756.51,1.49,8.75,Out of Stock,0
CLOTHING,2962.52,2.29,17.86,In Stock,1
ELECTRONICS,9347.3,1.29,12.23,Out of Stock,0
CLOTHING,1810.71,3.22,18.94,In Stock,1
FURNITURE,6565.41,2.07,13.27,Out of Stock,0
FURNITURE,11685.54,3.34,11.98,Out of Stock,0
ELECTRONICS,6285.57,3.47,9.2,Out of Stock,0
ELECTRONICS,8912.21,2.24,12.86,Out of Stock,0
FURNITURE,13586.55,2.41,1.0,Out of Stock,0
CLOTHING,1790.13,3.04,35.25,In Stock,1
FOOD,763.27,3.97,13.99,In Stock,1
FURNITURE,10855.02,1.36,3.8,Out of Stock,0
ELECTRONICS,9594.9,3.68,0.27,In Stock,1
FOOD,203.47,4.37,22.93,In Stock,1
ELECTRONICS,9199.3,2.17,18.62,Out of Stock,0
CLOTHING,1882.37,4.09,31.85,In Stock,1
FURNITURE,4472.88,4.37,1.84,Out of Stock,0
CLOTHING,1137.2,4.44,32.84,In Stock,1
FURNITURE,13057.79,2.81,5.65,Out of Stock,0
FOOD,741.38,3.07,25.68,Out of Stock,0
CLOTHING,1077.04,4.55,11.26,In Stock,1
ELECTRONICS,7901.09,4.55,9.47,Out of Stock,0
CLOTHING,2366.42,4.41,38.14,In Stock,1
CLOTHING,2813.32,3.34,12.79,In Stock,1
ELECTRONICS,5239.06,1.99,2.86,Out of Stock,0
CLOTHING,1787.38,2.55,6.75,Out of Stock,0
CLOTHING,589.97,4.49,31.62,In Stock,1
FOOD,318.56,4.79,2.11,In Stock,1
FOOD,785.24,4.23,5.5,In Stock,1
FOOD,559.3,4.53,12.88,In Stock,1
ELECTRONICS,9308.16,1.6,5.58,Out of Stock,0
ELECTRONICS,5467.46,1.84,4.77,Out of Stock,0
FOOD,738.22,3.16,12.82,Out of Stock,0
CLOTHING,1831.0,3.46,49.9,In Stock,1
ELECTRONICS,8766.94,4.88,15.74,Out of Stock,0
FURNITURE,14558.43,3.48,1.2,Out of Stock,0
FURNITURE,7823.04,3.26,5.26,Out of Stock,0
FOOD,255.04,4.15,28.01,In Stock,1
ELECTRONICS,7251.75,4.08,14.45,Out of Stock,0
FURNITURE,14567.44,4.26,11.43,Out of Stock,0
FOOD,440.31,3.41,16.36,In Stock,1
FURNITURE,12184.22,4.13,12.23,In Stock,1
FURNITURE,5343.2,3.1,4.98,Out of Stock,0
FURNITURE,8628.3,1.7,1.7,In Stock,1
FOOD,682.04,3.52,8.54,In Stock,1
ELECTRONICS,9799.68,2.52,0.19,In Stock,1
FOOD,262.88,3.24,3.08,In Stock,1
FOOD,419.74,4.19,5.68,In Stock,1
FOOD,320.93,4.72,12.73,In Stock,1
ELECTRONICS,9578.46,2.99,7.98,Out of Stock,0
ELECTRONICS,8751.94,1.29,1.79,Out of Stock,0
FURNITURE,10823.68,2.7,11.86,Out of Stock,0
FOOD,737.2,3.78,17.89,Out of Stock,0
FURNITURE,9008.36,4.44,12.47,Out of Stock,0
FURNITURE,13940.85,1.89,11.59,Out of Stock,0
FOOD,249.1,3.42,28.33,In Stock,1
FOOD,64.48,4.93,4.48,In Stock,1
FURNITURE,12833.26,1.97,5.26,Out of Stock,0
FOOD,212.57,4.17,10.44,In Stock,1
FOOD,419.74,3.03,1.93,In Stock,1
ELECTRONICS,5498.31,2.68,16.3,Out of Stock,0
ELECTRONICS,2720.44,2.73,30.85,In Stock,1
FOOD,626.27,3.58,12.27,In Stock,1
CLOTHING,1809.94,2.4,6.17,In Stock,1
ELECTRONICS,5764.03,3.51,1.47,Out of Stock,0
CLOTHING,974.24,3.01,12.23,In Stock,1
ELECTRONICS,5958.5,4.65,0.39,Out of Stock,0
ELECTRONICS,8267.16,2.54,12.23,In Stock,1
CLOTHING,1971.73,2.67,43.12,In Stock,1
FURNITURE,8903.28,3.88,6.09,In Stock,1
FOOD,788.51,4.54,28.98,In Stock,1
ELECTRONICS,7571.63,2.89,15.11,Out of Stock,0
ELECTRONICS,9401.46,4.86,6.49,Out of Stock,0
FOOD,649.03,3.42,16.37,In Stock,1
ELECTRONICS,949.62,3.04,46.91,In Stock,1
FURNITURE,4753.09,3.21,8.89,Out of Stock,0
FOOD,140.55,3.65,16.89,In Stock,1
FURNITURE,5246.14,3.8,14.58,In Stock,1
CLOTHING,1036.9,2.56,25.47,Out of Stock,0
FOOD,610.82,3.56,0.6,In Stock,1
ELECTRONICS,1853.05,4.87,22.61,In Stock,1
FURNITURE,8041.61,4.39,10.42,Out of Stock,0
FOOD,589.38,4.13,29.24,In Stock,1
CLOTHING,2222.17,4.69,12.23,In Stock,1
CLOTHING,1787.38,2.87,18.66,In Stock,1
ELECTRONICS,8914.92,2.19,11.26,Out of Stock,0
FOOD,237.01,4.63,3.32,In Stock,1
ELECTRONICS,9147.23,3.41,3.74,In Stock,1
FOOD,456.53,3.56,9.7,In Stock,1
CLOTHING,1378.82,2.19,49.37,In Stock,1
FOOD,73.65,4.32,11.14,In Stock,1
FURNITURE,10752.12,2.25,10.11,Out of Stock,0
FURNITURE,11750.83,3.42,12.23,Out of Stock,0
FURNITURE,10882.72,1.98,0.43,Out of Stock,0
ELECTRONICS,7074.15,2.73,9.34,Out of Stock,0
ELECTRONICS,8524.12,2.24,6.31,Out of Stock,0
FOOD,95.41,4.37,17.03,In Stock,1
CLOTHING,1373.56,4.12,29.18,In Stock,1
CLOTHING,1673.11,3.53,33.64,In Stock,1
ELECTRONICS,8300.01,2.16,2.81,Out of Stock,0
ELECTRONICS,891.59,3.92,44.28,In Stock,1
ELECTRONICS,7047.48,1.68,15.13,Out of Stock,0
FURNITURE,12989.87,4.08,9.1,Out of Stock,0
ELECTRONICS,9303.64,1.06,2.14,Out of Stock,0
FOOD,119.43,4.43,2.09,In Stock,1
ELECTRONICS,7481.82,2.89,6.21,Out of Stock,0
FOOD,702.8,3.34,10.57,In Stock,1
CLOTHING,2435.43,2.09,35.28,Out of Stock,0
FURNITURE,12796.77,4.26,13.14,Out of Stock,0
FURNITURE,6832.61,3.05,1.16,In Stock,1
CLOTHING,1144.68,2.28,19.18,In Stock,1
FURNITURE,13502.25,2.22,8.43,Out of Stock,0
FURNITURE,8200.57,2.75,14.54,Out of Stock,0
FURNITURE,6553.85,3.2,6.3,Out of Stock,0
FURNITURE,3733.75,2.71,12.2,Out of Stock,0
ELECTRONICS,5493.76,1.28,3.07,Out of Stock,0
FOOD,623.3,4.45,16.95,In Stock,1
ELECTRONICS,7341.13,4.55,15.33,In Stock,1
ELECTRONICS,9059.71,4.25,12.85,In Stock,1
FURNITURE,8496.18,4.03,13.89,Out of Stock,0
CLOTHING,559.52,2.15,48.14,In Stock,1
FOOD,257.87,4.75,11.66,In Stock,1
FURNITURE,4429.2,1.28,2.35,Out of Stock,0
FURNITURE,5998.72,2.71,10.52,Out of Stock,0
FURNITURE,14836.78,2.55,7.77,Out of Stock,0
ELECTRONICS,7609.08,3.16,10.35,Out of Stock,0
ELECTRONICS,5043.87,1.01,1.95,Out of Stock,0
CLOTHING,753.89,4.11,14.22,In Stock,1
ELECTRONICS,9473.57,4.71,19.52,In Stock,1
ELECTRONICS,9695.41,2.09,10.2,Out of Stock,0
CLOTHING,938.64,4.42,44.98,In Stock,1
FURNITURE,13215.47,2.52,11.38,Out of Stock,0
FOOD,123.18,3.96,22.6,In Stock,1
CLOTHING,1563.39,4.99,9.38,In Stock,1
FOOD,691.72,3.96,24.81,In Stock,1
ELECTRONICS,9085.64,4.66,5.96,In Stock,1
ELECTRONICS,9749.0,1.61,1.64,Out of Stock,0
FURNITURE,8179.39,3.9,7.1,Out of Stock,0
FOOD,671.97,3.96,6.28,In Stock,1
FURNITURE,14386.58,1.21,13.47,Out of Stock,0
ELECTRONICS,6522.22,3.0,8.45,In Stock,1
FURNITURE,5062.01,2.25,2.89,Out of Stock,0
FOOD,202.91,3.37,14.67,In Stock,1
FOOD,648.45,4.14,26.8,In Stock,1
FOOD,527.41,4.38,20.03,In Stock,1
FURNITURE,8393.51,3.41,1.05,Out of Stock,0
FOOD,694.89,4.56,12.23,In Stock,1
FOOD,626.02,3.03,6.52,In Stock,1
FURNITURE,3781.65,3.73,11.34,In Stock,1
FURNITURE,12763.63,1.02,7.52,Out of Stock,0
CLOTHING,2262.09,2.47,34.24,In Stock,1
FOOD,113.08,3.36,14.27,In Stock,1
CLOTHING,1787.38,2.44,13.34,Out of Stock,0
ELECTRONICS,6022.23,1.95,4.53,Out of Stock,0
FOOD,346.36,3.96,13.14,In Stock,1
FURNITURE,12311.69,3.52,1.9,Out of Stock,0
FURNITURE,3586.1,4.07,1.2,Out of Stock,0
CLOTHING,870.85,2.07,33.28,In Stock,1
FOOD,419.74,4.97,26.61,In Stock,1
ELECTRONICS,7054.22,2.49,5.94,In Stock,1
FURNITURE,4828.88,2.75,1.98,Out of Stock,0
FURNITURE,4369.38,1.84,4.6,Out of Stock,0
FOOD,771.18,4.16,29.63,In Stock,1
FURNITURE,7469.6,2.6,4.87,Out of Stock,0
FOOD,187.17,3.29,28.35,In Stock,1
FOOD,790.11,3.09,4.51,In Stock,1
ELECTRONICS,7117.62,1.75,7.28,Out of Stock,0
CLOTHING,822.74,3.37,17.23,In Stock,1
FOOD,313.93,3.19,12.84,In Stock,1
FOOD,787.44,3.66,26.29,In Stock,1
CLOTHING,2608.0,4.86,40.55,In Stock,1
FURNITURE,10915.16,4.0,1.13,Out of Stock,0
ELECTRONICS,7314.15,4.96,15.39,In Stock,1
FOOD,771.56,4.56,26.25,In Stock,1
FOOD,579.9,4.52,15.7,In Stock,1
FOOD,743.18,4.65,25.32,In Stock,1
FOOD,419.74,3.61,1.07,In Stock,1
CLOTHING,2839.14,3.76,18.42,In Stock,1
ELECTRONICS,5745.68,4.32,16.73,Out of Stock,0
FOOD,660.88,4.29,10.98,In Stock,1
FOOD,419.74,3.02,25.01,In Stock,1
ELECTRONICS,5437.16,3.52,10.08,Out of Stock,0
FOOD,445.02,4.85,0.95,In Stock,1
CLOTHING,2433.48,2.16,6.72,Out of Stock,0
FOOD,372.36,3.13,23.67,In Stock,1
FURNITURE,9354.76,1.1,0.61,Out of Stock,0
ELECTRONICS,8063.34,4.22,8.76,In Stock,1
ELECTRONICS,7772.9,4.2,12.23,In Stock,1
ELECTRONICS,5697.12,3.15,9.42,Out of Stock,0
FOOD,600.58,4.24,29.08,In Stock,1
FOOD,197.97,4.9,16.15,In Stock,1
FURNITURE,11063.47,1.35,5.71,Out of Stock,0
FURNITURE,12232.55,3.47,0.6,In Stock,1
FURNITURE,9559.13,1.31,14.94,Out of Stock,0
FOOD,722.97,3.04,25.76,In Stock,1
CLOTHING,2798.57,3.06,37.38,In Stock,1
CLOTHING,1605.26,3.97,20.31,In Stock,1
ELECTRONICS,6612.8,2.7,2.91,Out of Stock,0
FOOD,673.35,3.7,12.0,In Stock,1
CLOTHING,2735.14,3.49,29.49,In Stock,1
FURNITURE,14477.98,4.1,2.54,Out of Stock,0
FOOD,404.91,4.94,11.17,In Stock,1
FOOD,328.68,3.39,12.23,In Stock,1
CLOTHING,2350.76,4.31,48.61,Out of Stock,0
ELECTRONICS,8867.09,1.97,0.8,Out of Stock,0
ELECTRONICS,9927.19,2.36,6.24,Out of Stock,0
CLOTHING,2764.89,3.76,14.67,In Stock,1
ELECTRONICS,9445.48,4.97,1.73,Out of Stock,0
FOOD,419.74,3.78,15.72,Out of Stock,0
FURNITURE,13977.79,4.41,3.93,Out of Stock,0
FURNITURE,5554.21,1.28,8.43,Out of Stock,0
FOOD,60.2,3.82,2.2,In Stock,1
ELECTRONICS,7026.13,1.16,16.7,In Stock,1
FURNITURE,5516.87,2.15,13.05,Out of Stock,0
FURNITURE,11955.19,1.77,1.08,Out of Stock,0
ELECTRONICS,8578.37,2.56,15.32,Out of Stock,0
FOOD,383.97,3.69,13.54,In Stock,1
CLOTHING,2371.4,4.71,7.24,In Stock,1
FURNITURE,9289.34,2.75,7.03,Out of Stock,0
FURNITURE,13623.39,2.27,13.99,Out of Stock,0
ELECTRONICS,8153.04,4.74,15.14,In Stock,1
FURNITURE,4241.22,1.81,5.91,Out of Stock,0
FOOD,177.58,3.99,14.14,In Stock,1
FURNITURE,14475.11,2.52,11.78,Out of Stock,0
CLOTHING,2854.78,4.63,14.39,In Stock,1
FURNITURE,8952.36,2.22,6.0,Out of Stock,0
ELECTRONICS,6804.03,4.31,9.04,Out of Stock,0
ELECTRONICS,1809.24,4.95,7.7,In Stock,1
ELECTRONICS,7439.79,3.03,3.02,In Stock,1
FURNITURE,10338.38,1.84,13.01,Out of Stock,0
FURNITURE,6925.2,2.15,8.97,Out of Stock,0
FURNITURE,5202.75,2.0,6.25,Out of Stock,0
FURNITURE,7243.65,2.84,8.99,Out of Stock,0
ELECTRONICS,7833.34,3.62,6.15,Out of Stock,0
CLOTHING,816.07,4.28,43.29,In Stock,1
ELECTRONICS,6285.03,2.63,9.97,In Stock,1
ELECTRONICS,7666.63,3.03,0.83,Out of Stock,0
ELECTRONICS,8607.39,1.25,9.37,Out of Stock,0
CLOTHING,2569.18,3.35,11.71,In Stock,1
CLOTHING,2962.58,4.67,39.71,In Stock,1
ELECTRONICS,7057.56,1.74,18.83,Out of Stock,0
ELECTRONICS,7661.76,3.03,6.84,Out of Stock,0
ELECTRONICS,6676.44,4.94,10.44,Out of Stock,0
FURNITURE,4688.35,1.77,7.23,Out of Stock,0
FURNITURE,3509.65,2.62,6.28,Out of Stock,0
FURNITURE,12352.04,2.24,14.74,Out of Stock,0
CLOTHING,951.92,3.46,9.04,In Stock,1
CLOTHING,2334.66,4.98,41.86,In Stock,1
FURNITURE,9668.44,2.7,12.53,Out of Stock,0
CLOTHING,2839.94,4.97,22.84,In Stock,1
CLOTHING,2977.29,2.47,16.41,Out of Stock,0
ELECTRONICS,5445.08,2.09,15.36,In Stock,1
