Category,Price,Rating,Discount,Stock
Food,457.21,4.27,15.65,In Stock
Electronics,,1.77,9.76,Out of Stock
Clothing,1503.04,4.39,39.36,In Stock
Food,150.5,3.18,27.24,In Stock
Furniture,9426.1,4.0,0.87,Out of Stock
Furniture,9318.19,2.89,12.91,Out of Stock
Food,123.21,3.48,12.2,In Stock
Furniture,13390.1,4.29,14.89,Out of Stock
Furniture,14510.32,1.02,0.72,Out of Stock
Furniture,4771.28,,12.45,Out of Stock
Electronics,9463.28,1.75,12.39,Out of Stock
Electronics,9586.81,2.85,2.07,Out of Stock
Electronics,7289.07,2.5,11.55,Out of Stock
Food,378.99,3.03,29.82,In Stock
Clothing,1858.85,3.42,47.96,In Stock
Clothing,889.65,2.57,41.36,Out of Stock
Furniture,6129.97,3.8,4.07,Out of Stock
Furniture,,,2.95,Out of Stock
Furniture,12094.16,3.24,13.85,In Stock
Clothing,2457.47,2.54,41.01,In Stock
Food,531.3,4.34,24.97,In Stock
Clothing,1934.56,,33.65,Out of Stock
Electronics,6489.79,1.73,12.33,Out of Stock
Electronics,6169.24,1.32,0.01,Out of Stock
Clothing,2020.8,3.09,38.85,In Stock
Clothing,1437.94,3.46,23.32,In Stock
Furniture,10806.9,2.25,14.46,Out of Stock
Electronics,9680.73,4.39,18.41,Out of Stock
Food,386.85,4.07,22.26,In Stock
Food,572.11,4.78,21.49,In Stock
Clothing,2994.71,3.05,42.48,In Stock
Clothing,,4.07,19.66,In Stock
Clothing,2464.0,4.7,14.83,In Stock
Food,519.12,3.78,29.69,In Stock
Clothing,1697.08,2.68,22.18,In Stock
Electronics,,1.3,12.07,Out of Stock
Electronics,9656.12,4.4,1.35,In Stock
,795.04,4.4,4.87,In Stock
Furniture,3148.99,1.6,12.57,Out of Stock
Clothing,554.1,2.7,39.08,In Stock
Food,489.58,4.57,22.38,Out of Stock
,87.95,4.79,6.81,In Stock
Furniture,9640.71,3.26,2.53,Out of Stock
Furniture,14714.78,2.71,0.86,Out of Stock
Food,752.95,,20.98,In Stock
Food,443.88,4.67,0.99,In Stock
Furniture,6220.54,2.64,1.15,Out of Stock
Clothing,2264.77,3.18,17.27,In Stock
Clothing,508.45,4.16,42.52,In Stock
Electronics,6975.2,3.26,4.55,In Stock
Furniture,10466.37,1.04,7.33,In Stock
Furniture,10730.47,4.21,5.72,Out of Stock
Electronics,8825.95,3.39,18.54,Out of Stock
Food,348.78,3.64,26.61,In Stock
Clothing,623.11,2.41,8.71,In Stock
Electronics,9215.55,1.04,17.23,Out of Stock
Furniture,8415.21,1.01,6.02,Out of Stock
Electronics,5934.0,3.5,13.59,In Stock
Electronics,7437.64,1.16,13.12,Out of Stock
Food,681.53,4.44,24.9,In Stock
Food,200.38,4.78,9.67,In Stock
Electronics,5067.02,4.37,18.84,In Stock
Food,541.67,3.46,7.55,In Stock
Food,399.94,4.8,4.49,In Stock
Electronics,9129.87,2.17,16.17,In Stock
Electronics,9601.36,2.71,7.3,Out of Stock
Food,651.67,4.06,20.53,In Stock
Clothing,2057.07,2.46,43.02,Out of Stock
Furniture,5349.3,4.26,3.76,In Stock
Furniture,11806.57,2.0,4.77,Out of Stock
Furniture,6720.02,3.62,8.35,Out of Stock
Clothing,2707.38,2.92,36.14,In Stock
,12035.38,1.53,6.01,Out of Stock
Clothing,1707.04,3.07,19.5,In Stock
Clothing,2216.05,2.65,36.92,In Stock
Electronics,9675.22,3.26,12.23,Out of Stock
Electronics,5344.66,4.46,5.71,In Stock
Food,511.29,4.96,17.87,In Stock
Clothing,2311.77,,7.72,Out of Stock
Electronics,8988.0,1.14,14.01,Out of Stock
Food,67.19,4.72,4.73,In Stock
Clothing,1785.68,3.79,25.59,In Stock
Food,,3.94,9.34,In Stock
Clothing,1595.31,3.08,30.48,In Stock
Furniture,5855.09,4.46,,Out of Stock
Furniture,,2.67,13.0,Out of Stock
Clothing,554.52,4.04,29.66,In Stock
Clothing,923.89,4.45,21.6,In Stock
Clothing,1234.51,4.48,33.73,In Stock
Furniture,13779.11,3.2,11.11,Out of Stock
Clothing,2591.11,2.16,39.92,In Stock
Electronics,8068.53,1.28,10.17,Out of Stock
Electronics,5412.29,3.94,10.93,Out of Stock
Clothing,2883.93,2.55,32.27,In Stock
Clothing,,3.84,37.52,In Stock
Furniture,11667.65,3.85,12.8,Out of Stock
Electronics,5386.36,2.37,13.74,Out of Stock
,1746.47,2.57,,Out of Stock
Furniture,7889.23,2.37,12.15,Out of Stock
Furniture,7891.18,1.09,0.87,Out of Stock
Clothing,2640.61,4.88,35.98,Out of Stock
Clothing,1410.92,4.82,34.83,In Stock
Clothing,2610.83,4.3,22.06,In Stock
Furniture,8744.43,1.65,4.38,Out of Stock
Electronics,8890.63,4.58,14.49,In Stock
Furniture,8582.08,1.3,0.85,Out of Stock
Food,330.74,3.93,,In Stock
Food,54.87,4.98,10.92,Out of Stock
,9240.47,3.14,2.61,Out of Stock
Clothing,2493.91,4.13,28.73,In Stock
Clothing,1786.38,2.26,34.51,In Stock
Electronics,,,5.27,Out of Stock
Food,726.73,3.57,19.62,In Stock
Furniture,9417.82,3.09,,In Stock
Food,274.99,3.1,22.33,In Stock
Food,609.57,4.34,19.31,In Stock
Electronics,6218.59,1.09,16.17,Out of Stock
Clothing,1727.85,2.92,9.59,In Stock
Electronics,5313.61,2.4,16.09,In Stock
Food,739.04,4.79,27.6,In Stock
Furniture,13892.7,2.85,3.29,Out of Stock
Food,648.53,3.43,8.02,In Stock
Electronics,6166.27,3.06,6.44,Out of Stock
Clothing,885.39,3.36,44.33,In Stock
Food,477.91,4.76,5.88,In Stock
Clothing,917.43,3.73,25.85,Out of Stock
Furniture,10922.07,,11.27,Out of Stock
Furniture,14307.13,2.39,3.1,Out of Stock
Food,463.18,3.22,8.67,In Stock
Clothing,1019.72,3.19,10.0,In Stock
Clothing,579.6,3.97,32.46,Out of Stock
Electronics,8541.79,3.64,2.29,Out of Stock
Clothing,1227.7,2.39,42.93,In Stock
Clothing,2367.26,2.6,20.36,In Stock
Food,774.96,4.19,24.03,In Stock
Food,248.44,3.42,23.52,In Stock
Electronics,8429.36,3.72,11.05,Out of Stock
,1908.95,4.21,17.15,In Stock
Electronics,6763.84,4.49,6.18,In Stock
Electronics,7731.55,3.81,20.0,In Stock
Furniture,8223.5,2.5,12.64,Out of Stock
Electronics,9027.52,3.92,9.26,In Stock
Clothing,1309.85,3.83,44.43,In Stock
,9418.89,1.43,8.57,Out of Stock
Furniture,8576.66,4.42,10.17,Out of Stock
Food,355.43,3.05,16.96,In Stock
Electronics,5480.38,4.34,15.05,In Stock
Food,395.38,3.86,26.92,In Stock
Food,266.34,3.5,28.18,In Stock
,12710.95,3.87,2.93,Out of Stock
Electronics,5716.48,1.1,4.74,Out of Stock
Furniture,12290.29,1.84,10.94,Out of Stock
Furniture,6022.9,2.38,14.75,Out of Stock
Furniture,5937.74,2.32,4.52,Out of Stock
Food,132.22,,11.36,In Stock
,571.17,4.64,16.33,In Stock
Clothing,580.49,3.86,7.49,In Stock
Furniture,10396.28,3.4,2.97,Out of Stock
Food,664.51,4.82,24.39,In Stock
Food,278.83,4.17,27.44,In Stock
Clothing,1301.66,4.46,5.43,In Stock
Food,52.74,4.52,22.84,In Stock
Furniture,12467.73,4.26,1.77,Out of Stock
Electronics,6159.92,4.61,,In Stock
Furniture,11186.75,2.86,1.25,Out of Stock
Food,263.95,4.04,25.57,In Stock
Furniture,,3.18,7.44,Out of Stock
Clothing,1246.71,2.36,23.41,In Stock
Clothing,571.3,2.63,24.46,In Stock
,8023.26,1.16,8.84,Out of Stock
Clothing,1874.21,2.23,47.44,In Stock
Furniture,4192.59,3.99,0.0,In Stock
Clothing,2705.7,2.06,39.1,In Stock
Food,321.27,4.48,12.05,In Stock
Clothing,677.27,4.3,8.21,In Stock
Food,741.59,3.1,14.38,In Stock
Clothing,,,14.78,In Stock
Electronics,8795.45,4.14,18.45,In Stock
Clothing,1440.41,3.52,21.34,In Stock
Electronics,6285.41,4.0,6.79,Out of Stock
Furniture,,2.41,10.69,Out of Stock
Furniture,14013.55,3.33,7.07,In Stock
Clothing,2448.01,3.92,7.73,In Stock
Food,121.75,3.08,13.7,In Stock
Clothing,2564.63,2.94,22.29,In Stock
Food,732.11,4.67,19.95,In Stock
Furniture,6201.65,1.41,0.24,Out of Stock
Furniture,4284.13,,8.28,Out of Stock
Clothing,660.0,2.41,13.15,In Stock
Furniture,10583.79,3.16,8.26,Out of Stock
Clothing,1126.25,3.11,9.35,In Stock
Furniture,5717.53,4.14,14.7,In Stock
,8238.3,4.67,12.85,Out of Stock
Food,74.9,4.99,2.97,Out of Stock
Food,561.98,,11.76,In Stock
Food,534.45,3.87,7.52,In Stock
Electronics,6672.23,2.37,19.19,Out of Stock
Furniture,12583.36,2.6,3.0,Out of Stock
Electronics,9055.08,1.63,4.21,Out of Stock
Food,324.51,4.76,3.95,In Stock
,5611.17,2.98,5.53,Out of Stock
Clothing,1921.82,3.35,24.57,In Stock
Food,133.98,3.28,24.63,In Stock
Clothing,2714.71,2.7,10.11,In Stock
Electronics,5267.08,3.43,14.31,Out of Stock
Electronics,6864.05,3.72,14.26,In Stock
Clothing,2838.36,2.19,13.65,In Stock
Furniture,3822.31,4.04,11.89,In Stock
Furniture,9895.7,1.29,4.1,Out of Stock
Electronics,6488.6,3.24,5.16,Out of Stock
,682.4,4.19,18.46,In Stock
Electronics,7261.87,1.51,16.05,Out of Stock
Electronics,7827.66,4.61,9.91,In Stock
Food,756.07,4.78,17.29,In Stock
Food,750.42,3.65,10.97,In Stock
Electronics,5227.39,3.36,14.44,In Stock
Electronics,8867.6,1.6,,Out of Stock
Electronics,5884.32,3.65,3.16,Out of Stock
Furniture,13849.96,,4.37,Out of Stock
Furniture,13210.88,2.6,0.36,Out of Stock
Electronics,7472.93,1.34,19.71,Out of Stock
Electronics,7940.56,2.03,11.27,In Stock
Furniture,3922.41,,13.88,Out of Stock
Furniture,13493.33,2.2,4.89,Out of Stock
Clothing,587.72,3.95,29.07,In Stock
Electronics,7296.73,4.63,3.36,In Stock
Electronics,5048.33,,4.47,Out of Stock
Food,74.96,4.01,9.42,In Stock
Clothing,951.21,4.25,14.2,In Stock
Electronics,8438.03,2.4,10.24,Out of Stock
Food,750.4,3.07,15.01,In Stock
Electronics,9272.11,3.35,,In Stock
Furniture,7772.17,3.38,13.36,In Stock
Clothing,602.67,2.21,19.63,In Stock
Electronics,6163.9,2.06,4.43,Out of Stock
Food,196.87,3.26,28.02,In Stock
Clothing,860.47,2.61,16.08,In Stock
Furniture,14196.18,3.64,11.85,Out of Stock
Food,128.57,4.67,12.25,In Stock
Clothing,1157.06,3.73,42.0,In Stock
Food,633.99,4.78,27.84,In Stock
Clothing,1095.31,3.27,5.66,In Stock
Furniture,13551.86,1.54,12.92,Out of Stock
Clothing,1323.47,3.1,6.76,In Stock
Food,295.16,4.78,0.77,In Stock
Electronics,7031.64,1.13,7.42,In Stock
Clothing,931.6,2.76,44.49,In Stock
Furniture,8232.59,,8.84,Out of Stock
Furniture,4705.28,1.91,8.19,Out of Stock
Electronics,6187.62,3.72,9.83,Out of Stock
Electronics,,4.79,2.32,In Stock
Furniture,7015.98,2.12,2.27,Out of Stock
Furniture,12723.64,3.66,7.27,Out of Stock
Electronics,7688.85,1.24,,Out of Stock
Clothing,2478.35,3.72,16.94,In Stock
Clothing,2168.87,,29.52,In Stock
Furniture,8850.78,2.33,10.78,Out of Stock
Electronics,9419.38,1.02,18.67,Out of Stock
Electronics,7557.58,3.8,17.11,Out of Stock
Furniture,8605.24,3.92,2.66,In Stock
Electronics,5795.84,3.63,17.4,In Stock
Clothing,2731.07,3.93,28.65,In Stock
Clothing,1328.48,4.94,19.39,In Stock
,2360.47,3.6,32.38,In Stock
Clothing,1483.7,4.89,30.73,In Stock
Food,753.34,3.02,17.18,In Stock
Electronics,8585.93,3.98,18.1,In Stock
